provider,city,id,device_type,name,latitude,longitude,address
newmotion,Paris,2607509,Domestic,Freshmile Charge,48.8993,2.1211,"{'streetAndNumber': 'Rue Alexandre Dumas 15', 'postalCode': '78110', 'city': 'Le Vésinet', 'country': 'FRA'}"
newmotion,Paris,2868665,Type2,Virta,48.963089,2.059341,"{'streetAndNumber': 'Rue des Communes', 'city': 'Achères', 'country': 'FRA'}"
newmotion,Paris,2597742,TepcoCHAdeMO,Belib,48.857124,2.327753,"{'streetAndNumber': 'Rue du Bac 35', 'postalCode': '75007', 'city': 'Paris', 'country': 'FRA'}"
newmotion,Paris,2887782,Domestic,Communauté d'agglomération Paris-Saclay,48.714756,2.246326,"{'streetAndNumber': ""Rue d'Auvergne 2"", 'postalCode': '91120', 'city': 'Palaiseau', 'country': 'FRA'}"
newmotion,Paris,2597734,TepcoCHAdeMO,Belib,48.889731,2.33891,"{'streetAndNumber': 'Rue Caulaincourt 103', 'postalCode': '75018', 'city': 'Paris', 'country': 'FRA'}"
newmotion,Paris,2885666,Type2,Indigo,48.851669,2.324816,"{'streetAndNumber': 'Rue Velpeau', 'postalCode': '75007', 'city': 'Paris', 'country': 'FRA'}"
newmotion,Paris,2815391,Domestic,Effia Stationnement Vincennes,48.843918,2.428681,"{'streetAndNumber': 'Avenue du Petit Parc 21', 'postalCode': '94300', 'city': 'Vincennes', 'country': 'FRA'}"
newmotion,Paris,2623862,Domestic,Communauté d’Agglomération Paris,48.827606,2.659255,"{'streetAndNumber': 'Rue de Paris 30', 'postalCode': '77183', 'city': 'Croissy-Beaubourg', 'country': 'FRA'}"
newmotion,Paris,2597723,TepcoCHAdeMO,Belib,48.847485,2.401736,"{'streetAndNumber': 'Cours de Vincennes 30', 'postalCode': '75012', 'city': 'Paris', 'country': 'FRA'}"
newmotion,Paris,2657655,Type2,Freshmile Charge,48.8652,2.33303,"{'streetAndNumber': 'Rue des Pyramides 15', 'postalCode': '75001', 'city': 'Paris', 'country': 'FRA'}"
newmotion,Paris,2554410,Domestic,Freshmile Charge,49.0218,2.15733,"{'streetAndNumber': 'Rue des Jardins 14', 'postalCode': '95480', 'city': 'Pierrelaye', 'country': 'FRA'}"
newmotion,Paris,2770354,Domestic,Réseau SEY ma borne - Communauté Urbaine Grand Paris Seine & Oise,48.978645,2.058029,"{'streetAndNumber': 'Boulevard Noël Marc', 'postalCode': '78570', 'city': 'Andrésy', 'country': 'FRA'}"
newmotion,Paris,2790583,Domestic,Communauté d’Agglomération Paris,48.855515,2.591277,"{'streetAndNumber': 'Avenue Jean Jaurès 84', 'postalCode': '77420', 'city': 'Champs-sur-Marne', 'country': 'FRA'}"
newmotion,Paris,2554399,Domestic,Freshmile Charge,49.0115,2.20446,"{'streetAndNumber': 'Avenue de Boissy 13', 'postalCode': '95150', 'city': 'Taverny', 'country': 'FRA'}"
newmotion,Paris,2795596,Type2,Virta,48.832631,2.286814,"{'streetAndNumber': 'Porte de Versailles - Pavillon 3 – Allée E – stand 70', 'city': 'Paris', 'country': 'FRA'}"
newmotion,Paris,2597735,TepcoCHAdeMO,Belib,48.824388,2.336857,"{'streetAndNumber': 'Avenue Reille 46', 'postalCode': '75014', 'city': 'Paris', 'country': 'FRA'}"
newmotion,Paris,2570721,Domestic,Haute Vallée de Chevreuse,48.71434,2.062613,"{'streetAndNumber': 'Route de Milon 46', 'postalCode': '78460', 'city': 'Chevreuse', 'country': 'FRA'}"
newmotion,Paris,2885653,Type2,Indigo,48.887016,2.275019,"{'streetAndNumber': ""Boulevard d'Inkermann"", 'postalCode': '92200', 'city': 'Neuilly-sur-Seine', 'country': 'FRA'}"
newmotion,Paris,2597741,TepcoCHAdeMO,Belib,48.880698,2.321369,"{'streetAndNumber': 'Rue de Rome 72', 'postalCode': '75008', 'city': 'Paris', 'country': 'FRA'}"
newmotion,Paris,2868650,Type2,Virta,48.815918,2.533537,"{'streetAndNumber': 'ZAC des Nations - Rue de Bernaü', 'city': 'Champigny-sur-Marne', 'country': 'FRA'}"
newmotion,Paris,2868646,Type2,Virta,48.815918,2.533537,"{'streetAndNumber': 'ZAC des Nations - Rue de Bernaü', 'city': 'Champigny-sur-Marne', 'country': 'FRA'}"
newmotion,Paris,2554421,Domestic,Freshmile Charge,49.0097,2.19769,"{'streetAndNumber': 'Avenue du Maréchal Joffre 4', 'postalCode': '95250', 'city': 'Beauchamp', 'country': 'FRA'}"
newmotion,Paris,2554362,Domestic,Freshmile Charge,48.9686,2.2661,"{'streetAndNumber': 'Boulevard Maurice Berteaux 20', 'postalCode': '95110', 'city': 'Sannois', 'country': 'FRA'}"
newmotion,Paris,2518860,TepcoCHAdeMO,Belib,48.865097,2.36554,"{'streetAndNumber': 'Boulevard du Temple 27', 'postalCode': '75011', 'city': 'Paris', 'country': 'FRA'}"
newmotion,Paris,2885710,Type3,Indigo,48.897598,2.09506,"{'streetAndNumber': 'Place Charles de Gaulle', 'postalCode': '78100', 'city': 'Saint-Germain-en-Laye', 'country': 'FRA'}"
newmotion,Paris,2554405,Domestic,Freshmile Charge,49.0158,2.2424,"{'streetAndNumber': 'Place de la Gare 11', 'postalCode': '95320', 'city': 'Saint-Leu-la-Forêt', 'country': 'FRA'}"
newmotion,Paris,2597702,TepcoCHAdeMO,Belib,48.828454,2.300643,"{'streetAndNumber': 'Rue Antonin Mercié 2', 'postalCode': '75015', 'city': 'Paris', 'country': 'FRA'}"
newmotion,Paris,2815487,Type2,Electric 55 Charging,48.782472,2.190194,"{'streetAndNumber': 'Avenue du Capitaine Tarron', 'postalCode': '78140', 'city': 'Vélizy-Villacoublay', 'country': 'FRA'}"
newmotion,Paris,2741120,Type2,NewMotion,48.948725,2.625339,"{'streetAndNumber': 'Avenue Jean Monnet 2', 'postalCode': '77270', 'city': 'Villeparisis', 'country': 'FRA'}"
newmotion,Paris,2762529,Type2,Electric 55 Charging,48.806742,2.151875,"{'streetAndNumber': 'Rue de la Bonne Aventure', 'postalCode': '78000', 'city': 'Versailles', 'country': 'FRA'}"
newmotion,Paris,2884932,Type2,Virta,48.705586,2.313747,"{'streetAndNumber': 'Avenue Mazarin', 'city': 'Chilly Mazarin', 'country': 'FRA'}"
newmotion,Paris,2885670,Type2,Indigo,48.824623,2.236651,"{'streetAndNumber': 'Quai Georges Gorse', 'postalCode': '92100', 'city': 'Boulogne-Billancourt', 'country': 'FRA'}"
newmotion,Paris,2554414,Domestic,Freshmile Charge,49.0264,2.2249,"{'streetAndNumber': 'D928 186', 'postalCode': '95150', 'city': 'Taverny', 'country': 'FRA'}"
newmotion,Paris,2570683,Domestic,Freshmile Charge,49.0169,2.12663,"{'streetAndNumber': 'Mail des Ombragés 9', 'postalCode': '95220', 'city': 'Herblay-sur-Seine', 'country': 'FRA'}"
newmotion,Paris,2885648,Type2,Indigo,48.804871,2.131798,"{'streetAndNumber': 'Avenue de Saint-Cloud', 'postalCode': '78000', 'city': 'Versailles', 'country': 'FRA'}"
newmotion,Paris,2791695,Domestic,Réseau SEY ma borne,48.939625,2.121739,"{'streetAndNumber': 'Rue des Grands Champs 12', 'postalCode': '78600', 'city': 'Le Mesnil-le-Roi', 'country': 'FRA'}"
newmotion,Paris,2623871,Type3,Communauté d’Agglomération Paris,48.82531,2.62595,"{'streetAndNumber': 'Allée Lech Walesa', 'postalCode': '77185', 'city': 'Lognes', 'country': 'FRA'}"
newmotion,Paris,2541314,Type2,NewMotion,48.843655,2.420046,"{'streetAndNumber': ""Chaussée de l'Étang 18"", 'postalCode': '94160', 'city': 'Saint-Mandé', 'country': 'FRA'}"
newmotion,Paris,2541312,Type2,NewMotion,48.842753,2.418635,"{'streetAndNumber': 'Place Charles Digeon 6', 'postalCode': '94160', 'city': 'Saint-Mandé', 'country': 'FRA'}"
newmotion,Paris,2885667,Type2,Indigo,48.861721,2.330334,"{'streetAndNumber': 'Avenue du Général Lemonnier 1', 'postalCode': '75001', 'city': 'Paris', 'country': 'FRA'}"
newmotion,Paris,2867764,Domestic,Réseau SEY ma borne,48.843539,2.064111,"{'streetAndNumber': 'Avenue Charles de Gaulle 3', 'postalCode': '78590', 'city': 'Noisy-le-Roi', 'country': 'FRA'}"
newmotion,Paris,2554381,Domestic,Freshmile Charge,48.9784,2.2423,"{'streetAndNumber': 'Allée Jean Moulin 3', 'postalCode': '95110', 'city': 'Sannois', 'country': 'FRA'}"
newmotion,Paris,2657666,Domestic,Freshmile Charge,49.0203,2.16317,"{'streetAndNumber': 'Chaussée Jules César 14', 'postalCode': '95480', 'city': 'Pierrelaye', 'country': 'FRA'}"
newmotion,Paris,2656635,Domestic,SMOYS - Syndicat Mixte Orge Yvette Seine,48.69627,2.349825,"{'streetAndNumber': 'Avenue des Marronniers 91', 'postalCode': '91600', 'city': 'Savigny-sur-Orge', 'country': 'FRA'}"
newmotion,Paris,2815486,Type2,Electric 55 Charging,48.816785,2.466818,"{'streetAndNumber': 'Place du 8 Mai 1945', 'postalCode': '94340', 'city': 'Joinville-le-Pont', 'country': 'FRA'}"
newmotion,Paris,2487310,Type2,Freshmile Charge,48.8302,2.2879,"{'streetAndNumber': 'Parc expo Pavillon 2', 'postalCode': '92170', 'city': 'Vanves', 'country': 'FRA'}"
newmotion,Paris,2885660,Type2,Indigo,48.697166,2.164253,"{'streetAndNumber': 'Rue Charles de Gaulle', 'postalCode': '91440', 'city': 'Bures-sur-Yvette', 'country': 'FRA'}"
newmotion,Paris,2815393,Domestic,Effia Stationnement Vincennes,48.850174,2.447148,"{'streetAndNumber': 'Rue Diderot 118', 'postalCode': '94300', 'city': 'Vincennes', 'country': 'FRA'}"
newmotion,Paris,2623910,Domestic,Reseau Alize Liberte - Ville de Montrouge,48.817506,2.317718,"{'streetAndNumber': 'Rue Sylvine Candas 6', 'postalCode': '92120', 'city': 'Montrouge', 'country': 'FRA'}"
newmotion,Paris,2597738,TepcoCHAdeMO,Belib,48.846295,2.374877,"{'streetAndNumber': 'Rue Abel 2', 'postalCode': '75012', 'city': 'Paris', 'country': 'FRA'}"
newmotion,Paris,2563861,Type2,NewMotion,48.830034,2.603401,"{'streetAndNumber': ""Avenue de l'Europe 61"", 'postalCode': '77184', 'city': 'Émerainville', 'country': 'FRA'}"
newmotion,Paris,2554423,Domestic,Freshmile Charge,48.995,2.26679,"{'streetAndNumber': 'Rue des Pendants 2', 'postalCode': '95600', 'city': 'Eaubonne', 'country': 'FRA'}"
newmotion,Paris,2597713,TepcoCHAdeMO,Belib,48.878965,2.293606,"{'streetAndNumber': 'Avenue des Ternes 36', 'postalCode': '75017', 'city': 'Paris', 'country': 'FRA'}"
newmotion,Paris,2762539,Type2,Electric 55 Charging,48.79661,2.136693,"{'streetAndNumber': 'Rue des Chantiers 12', 'postalCode': '78000', 'city': 'Versailles', 'country': 'FRA'}"
newmotion,Paris,2554404,Domestic,Freshmile Charge,49.0254,2.221,"{'streetAndNumber': 'Rue Lady Ashburton 8', 'postalCode': '95150', 'city': 'Taverny', 'country': 'FRA'}"
newmotion,Paris,2541318,Type2,NewMotion,48.846975,2.416858,"{'streetAndNumber': 'Avenue Gallieni 182', 'postalCode': '94160', 'city': 'Saint-Mandé', 'country': 'FRA'}"
newmotion,Paris,2597718,TepcoCHAdeMO,Belib,48.83086,2.325895,"{'streetAndNumber': 'Avenue du Maine 173', 'postalCode': '75014', 'city': 'Paris', 'country': 'FRA'}"
newmotion,Paris,2885642,Type3,Indigo,48.896,2.38724,"{'streetAndNumber': 'Avenue Jean Jaurès', 'postalCode': '75019', 'city': 'Paris', 'country': 'FRA'}"
newmotion,Paris,2731257,Type2,Freshmile Charge,48.7976,2.45113,"{'streetAndNumber': 'Rue Gustave Eiffel 1', 'postalCode': '94000', 'city': 'Créteil', 'country': 'FRA'}"
newmotion,Paris,2815366,Domestic,Freshmile Charge,48.8513,2.21687,"{'streetAndNumber': 'Rue du Mont Valérien 2', 'postalCode': '92210', 'city': 'Saint-Cloud', 'country': 'FRA'}"
newmotion,Paris,2721394,Domestic,Freshmile Charge,48.8416,2.29951,"{'streetAndNumber': 'Rue Lecourbe 143', 'postalCode': '75015', 'city': 'Paris', 'country': 'FRA'}"
newmotion,Paris,2924481,Domestic,Freshmile Charge,48.8429,2.20713,"{'streetAndNumber': 'Boulevard de la République 4', 'postalCode': '92210', 'city': 'Saint-Cloud', 'country': 'FRA'}"
newmotion,Paris,2657645,Domestic,Freshmile Charge,48.8507,2.34863,"{'streetAndNumber': 'Rue Lagrange 19', 'postalCode': '75005', 'city': 'Paris', 'country': 'FRA'}"
newmotion,Paris,2885630,Type2,Indigo,48.876682,2.250798,"{'streetAndNumber': 'Place de Bagatelle', 'postalCode': '92200', 'city': 'Neuilly-sur-Seine', 'country': 'FRA'}"
newmotion,Paris,2815348,Domestic,Freshmile Charge,48.8785,2.33274,"{'streetAndNumber': 'Rue Jean-Baptiste Pigalle 10', 'postalCode': '75009', 'city': 'Paris', 'country': 'FRA'}"
newmotion,Paris,2881459,Type2,NewMotion,48.786537,2.05466,"{'streetAndNumber': 'Rue Gustave Eiffel 1', 'postalCode': '78280', 'city': 'Guyancourt', 'country': 'FRA'}"
newmotion,Paris,2881696,Type2,NewMotion,48.786537,2.05466,"{'streetAndNumber': 'Rue Gustave Eiffel 1', 'postalCode': '78280', 'city': 'Guyancourt', 'country': 'FRA'}"
newmotion,Paris,2881460,Type2,NewMotion,48.786537,2.05466,"{'streetAndNumber': 'Rue Gustave Eiffel 1', 'postalCode': '78280', 'city': 'Guyancourt', 'country': 'FRA'}"
newmotion,Paris,2879393,Type2,NewMotion,48.786537,2.05466,"{'streetAndNumber': 'Rue Gustave Eiffel 1', 'postalCode': '78280', 'city': 'Guyancourt', 'country': 'FRA'}"
newmotion,Paris,2881752,Type2,NewMotion,48.786537,2.05466,"{'streetAndNumber': 'Rue Gustave Eiffel 1', 'postalCode': '78280', 'city': 'Guyancourt', 'country': 'FRA'}"
newmotion,Paris,2879396,Type2,NewMotion,48.786537,2.05466,"{'streetAndNumber': 'Rue Gustave Eiffel 1', 'postalCode': '78280', 'city': 'Guyancourt', 'country': 'FRA'}"
newmotion,Paris,2879395,Type2,NewMotion,48.786537,2.05466,"{'streetAndNumber': 'Rue Gustave Eiffel 1', 'postalCode': '78280', 'city': 'Guyancourt', 'country': 'FRA'}"
newmotion,Paris,2879394,Type2,NewMotion,48.786537,2.05466,"{'streetAndNumber': 'Rue Gustave Eiffel 1', 'postalCode': '78280', 'city': 'Guyancourt', 'country': 'FRA'}"
newmotion,Paris,2523086,Domestic,Freshmile Charge,48.994465,2.2036470000000463,"{'streetAndNumber': 'Place Eugène Delacroix 9', 'postalCode': '95370', 'city': 'Montigny-lès-Cormeilles', 'country': 'FRA'}"
newmotion,Paris,2810916,Type2,NewMotion,48.772412,1.991818,"{'streetAndNumber': ""Avenue de l'Armée Leclerc 25"", 'postalCode': '78190', 'city': 'Trappes', 'country': 'FRA'}"
newmotion,Paris,2570705,Domestic,Freshmile Charge,48.9701,2.2633,"{'streetAndNumber': 'Place Salvador Allende 4', 'postalCode': '95110', 'city': 'Sannois', 'country': 'FRA'}"
newmotion,Paris,2713326,Type2,EV-Box,48.702915,2.06942,"{'streetAndNumber': 'Rue de la République 30', 'postalCode': '78470', 'city': 'Saint-Rémy-lès-Chevreuse', 'country': 'FRA'}"
newmotion,Paris,2645530,Type2,EV-Box,48.702915,2.06942,"{'streetAndNumber': 'Rue de la République 30', 'postalCode': '78470', 'city': 'Saint-Rémy-lès-Chevreuse', 'country': 'FRA'}"
newmotion,Paris,2623876,Domestic,Communauté d’Agglomération Paris,48.850049,2.651714,"{'streetAndNumber': 'Allée Gaston Defferre', 'postalCode': '77200', 'city': 'Torcy', 'country': 'FRA'}"
newmotion,Paris,2597747,TepcoCHAdeMO,Belib,48.86424,2.397724,"{'streetAndNumber': 'Avenue du Père Lachaise 13', 'postalCode': '75020', 'city': 'Paris', 'country': 'FRA'}"
newmotion,Paris,2657651,Domestic,Freshmile Charge,48.7443,2.35927,"{'streetAndNumber': 'Rue des Solets 11', 'postalCode': '94150', 'city': 'Rungis', 'country': 'FRA'}"
newmotion,Paris,2624744,Type2,EV-Box,49.025255,2.232968,"{'streetAndNumber': 'Rue Gabriel Péri 16', 'postalCode': '95150', 'city': 'Taverny', 'country': 'FRA'}"
newmotion,Paris,2861773,Domestic,Concessionnaires Renault,48.742041,2.486263,"{'streetAndNumber': 'Avenue de Valenton 18', 'postalCode': '94450', 'city': 'Limeil-Brévannes', 'country': 'FRA'}"
newmotion,Paris,2885698,Type2,Indigo,48.838879,2.371629,"{'streetAndNumber': ""Quai d'Austerlitz"", 'postalCode': '75013', 'city': 'Paris', 'country': 'FRA'}"
newmotion,Paris,2597731,TepcoCHAdeMO,Belib,48.858952,2.379874,"{'streetAndNumber': 'Avenue Parmentier 4', 'postalCode': '75011', 'city': 'Paris', 'country': 'FRA'}"
newmotion,Paris,2570674,Domestic,Freshmile Charge,48.9621,2.1813,"{'streetAndNumber': 'Avenue des Lilas 38', 'postalCode': '95530', 'city': 'La Frette-sur-Seine', 'country': 'FRA'}"
newmotion,Paris,2569731,Type2,NewMotion,48.844154,2.416887,"{'streetAndNumber': 'Avenue Gallieni 182', 'postalCode': '94160', 'city': 'Saint-Mandé', 'country': 'FRA'}"
newmotion,Paris,2623867,Domestic,Communauté d’Agglomération Paris,48.844248,2.622686,"{'streetAndNumber': 'Cours du Buisson', 'postalCode': '77186', 'city': 'Noisiel', 'country': 'FRA'}"
newmotion,Paris,2909957,Type2,Total,48.891907,2.144751,"{'streetAndNumber': 'Avenue du Maréchal Foch', 'postalCode': '78400', 'city': 'Chatou', 'country': 'FRA'}"
newmotion,Paris,2815386,Domestic,Effia Stationnement Vincennes,48.846188,2.437105,"{'streetAndNumber': 'Rue Lejemptel 2', 'postalCode': '94300', 'city': 'Vincennes', 'country': 'FRA'}"
newmotion,Paris,2885622,Type2,Indigo,48.829369,2.3787,"{'streetAndNumber': 'Rue Thomas Mann', 'postalCode': '75013', 'city': 'Paris', 'country': 'FRA'}"
newmotion,Paris,2597703,TepcoCHAdeMO,Belib,48.832893,2.363025,"{'streetAndNumber': 'Boulevard Vincent-Auriol 137', 'postalCode': '75013', 'city': 'Paris', 'country': 'FRA'}"
newmotion,Paris,2619420,Type2,EV-Box,48.890557,2.263946,"{'streetAndNumber': 'Boulevard de la Saussaye 13', 'postalCode': '92200', 'city': 'Neuilly-sur-Seine', 'country': 'FRA'}"
newmotion,Paris,2619427,Type2,EV-Box,48.890557,2.263946,"{'streetAndNumber': 'Boulevard de la Saussaye 13', 'postalCode': '92200', 'city': 'Neuilly-sur-Seine', 'country': 'FRA'}"
newmotion,Paris,2656642,Domestic,SMOYS - Syndicat Mixte Orge Yvette Seine,48.743687,2.434506,"{'streetAndNumber': 'Avenue du Maréchal de Turenne 19', 'postalCode': '94290', 'city': 'Villeneuve-le-Roi', 'country': 'FRA'}"
newmotion,Paris,2656628,Domestic,SMOYS - Syndicat Mixte Orge Yvette Seine,48.743687,2.434506,"{'streetAndNumber': 'Avenue du Maréchal de Turenne 15', 'postalCode': '94290', 'city': 'Villeneuve-le-Roi', 'country': 'FRA'}"
newmotion,Paris,2478375,Domestic,Effia,48.726526,2.262207,"{'streetAndNumber': 'Avenue Carnot 38', 'postalCode': '91300', 'city': 'Massy', 'country': 'FRA'}"
newmotion,Paris,2741117,Type2,NewMotion,48.948751,2.625408,"{'streetAndNumber': 'Avenue Jean Monnet 2', 'postalCode': '77270', 'city': 'Villeparisis', 'country': 'FRA'}"
newmotion,Paris,2887748,Domestic,Communauté d'agglomération Paris-Saclay,48.696736,2.29254,"{'streetAndNumber': 'Boulevard de Bretagne 6', 'postalCode': '91160', 'city': 'Longjumeau', 'country': 'FRA'}"
newmotion,Paris,2758123,Type2,NewMotion,48.798029,2.265408,"{'streetAndNumber': 'Rue de Bièvres 9', 'postalCode': '92140', 'city': 'Clamart', 'country': 'FRA'}"
newmotion,Paris,2758127,Type2,NewMotion,48.798029,2.265408,"{'streetAndNumber': 'Rue de Bièvres 9', 'postalCode': '92140', 'city': 'Clamart', 'country': 'FRA'}"
newmotion,Paris,2597708,TepcoCHAdeMO,Belib,48.845265,2.411238,"{'streetAndNumber': 'Rue Changarnier 4', 'postalCode': '75012', 'city': 'Paris', 'country': 'FRA'}"
newmotion,Paris,2815364,Domestic,Freshmile Charge,48.8443,2.65466,"{'streetAndNumber': 'Avenue de Lingenfeld 15', 'postalCode': '77200', 'city': 'Torcy', 'country': 'FRA'}"
newmotion,Paris,2795510,Type2,Marché International de Rungis,48.76166,2.36111,"{'streetAndNumber': '1 Rue de la Tour 94550 Chevilly-Larue,', 'city': 'Rungis', 'country': 'FRA'}"
newmotion,Paris,2518867,TepcoCHAdeMO,Belib,48.84824,2.339865,"{'streetAndNumber': 'Rue de Medicis 11', 'postalCode': '75006', 'city': 'Paris', 'country': 'FRA'}"
newmotion,Paris,2478024,Domestic,Eco Charge 77,48.945904,2.687649,"{'streetAndNumber': 'Allée André Benoist', 'postalCode': '77410', 'city': 'Claye-Souilly', 'country': 'FRA'}"
newmotion,Paris,2597701,TepcoCHAdeMO,Belib,48.833603,2.389173,"{'streetAndNumber': 'Rue Baron le Roy 53', 'postalCode': '75012', 'city': 'Paris', 'country': 'FRA'}"
newmotion,Paris,2657641,Domestic,Freshmile Charge,48.7481,2.35377,"{'streetAndNumber': 'Rue Saarinen 20', 'postalCode': '94150', 'city': 'Rungis', 'country': 'FRA'}"
newmotion,Paris,2656609,Domestic,SMOYS - Syndicat Mixte Orge Yvette Seine,48.724464,2.420903,"{'streetAndNumber': 'Rue du Docteur Bernard Léger', 'postalCode': '94480', 'city': 'Ablon-sur-Seine', 'country': 'FRA'}"
newmotion,Paris,2518848,TepcoCHAdeMO,Belib,48.851025,2.326367,"{'streetAndNumber': 'Rue de Sevres 20', 'postalCode': '75006', 'city': 'Paris', 'country': 'FRA'}"
newmotion,Paris,2795514,Type2,Marché International de Rungis,48.7611,2.3491,"{'streetAndNumber': 'Avenue du Lyonnais', 'city': 'Rungis', 'country': 'FRA'}"
newmotion,Paris,2554379,Domestic,Freshmile Charge,48.9915,2.176,"{'streetAndNumber': 'Chemin de Montigny 7', 'postalCode': '95220', 'city': 'Herblay-sur-Seine', 'country': 'FRA'}"
newmotion,Paris,2721410,Domestic,Freshmile Charge,48.8547,2.22045,"{'streetAndNumber': 'Boulevard Senard 54', 'postalCode': '92210', 'city': 'Saint-Cloud', 'country': 'FRA'}"
newmotion,Paris,2570719,Domestic,Haute Vallée de Chevreuse,48.70488,2.037731,"{'streetAndNumber': 'Rue de Rambouillet  47', 'postalCode': '78460', 'city': 'Chevreuse', 'country': 'FRA'}"
newmotion,Paris,2887784,Domestic,Communauté d'agglomération Paris-Saclay,48.697381,2.233518,"{'streetAndNumber': 'Rue Jacques Brel', 'postalCode': '91140', 'city': 'Villebon-sur-Yvette', 'country': 'FRA'}"
newmotion,Paris,2554415,Domestic,Freshmile Charge,48.9852,2.26332,"{'streetAndNumber': 'Rue Maurice Berteaux 56', 'postalCode': '95120', 'city': 'Ermont', 'country': 'FRA'}"
newmotion,Paris,2657447,Type2,NewMotion,48.846899,2.416759,"{'streetAndNumber': 'Avenue Gallieni 182', 'postalCode': '94160', 'city': 'Saint-Mandé', 'country': 'FRA'}"
newmotion,Paris,2570677,Domestic,Freshmile Charge,49.007,2.1977,"{'streetAndNumber': 'Rue John Lennon 3', 'postalCode': '95370', 'city': 'Montigny-lès-Cormeilles', 'country': 'FRA'}"
newmotion,Paris,2597744,TepcoCHAdeMO,Belib,48.841663,2.286931,"{'streetAndNumber': 'Rue de la Convention 99', 'postalCode': '75015', 'city': 'Paris', 'country': 'FRA'}"
newmotion,Paris,2597736,TepcoCHAdeMO,Belib,48.865501,2.315463,"{'streetAndNumber': 'Avenue Dutuit 3', 'postalCode': '75008', 'city': 'Paris', 'country': 'FRA'}"
newmotion,Paris,2478382,Domestic,Effia,48.838108,2.383436,"{'streetAndNumber': 'Boulevard de Bercy 48 bis', 'postalCode': '75012', 'city': 'Paris', 'country': 'FRA'}"
newmotion,Paris,2815489,Type2,Electric 55 Charging,48.827423,2.26765,"{'streetAndNumber': 'Boulevard Gallieni 27', 'postalCode': '92130', 'city': 'Issy-les-Moulineaux', 'country': 'FRA'}"
newmotion,Paris,2554398,Domestic,Freshmile Charge,48.9917,2.27736,"{'streetAndNumber': 'Rue Cristino Garcia 4', 'postalCode': '95600', 'city': 'Eaubonne', 'country': 'FRA'}"
newmotion,Paris,2795660,Type2,Virta,48.8976,2.2227,"{'streetAndNumber': '7 Boulevard des Bouvets', 'city': 'Nanterre', 'country': 'FRA'}"
newmotion,Paris,2795700,Type2,Virta,48.8976,2.2227,"{'streetAndNumber': '7 Boulevard des Bouvets', 'city': 'Nanterre', 'country': 'FRA'}"
newmotion,Paris,2795830,Type2,Virta,48.8976,2.2227,"{'streetAndNumber': '7 Boulevard des bouvets', 'city': 'Nanterre', 'country': 'FRA'}"
newmotion,Paris,2795687,Type2,Virta,48.8976,2.2227,"{'streetAndNumber': '7 Boulevard des Bouvets', 'city': 'Nanterre', 'country': 'FRA'}"
newmotion,Paris,2795619,Unspecified,Virta,48.8976,2.2227,"{'streetAndNumber': '7 Boulevard des Bouvets', 'city': 'Nanterre', 'country': 'FRA'}"
newmotion,Paris,2554422,Domestic,Freshmile Charge,48.9913,2.28509,"{'streetAndNumber': 'Rue de Soisy 16', 'postalCode': '95600', 'city': 'Eaubonne', 'country': 'FRA'}"
newmotion,Paris,2554412,Domestic,Freshmile Charge,49.0173,2.2108,"{'streetAndNumber': 'Square Georges Vallerey 5', 'postalCode': '95150', 'city': 'Taverny', 'country': 'FRA'}"
newmotion,Paris,2478057,Domestic,Eco Charge 77,48.924843,2.718575,"{'streetAndNumber': 'Allée de Louche', 'postalCode': '77410', 'city': 'Annet-sur-Marne', 'country': 'FRA'}"
newmotion,Paris,2815357,Domestic,Freshmile Charge,48.8597,2.21206,"{'streetAndNumber': 'Allée des Gymnases', 'postalCode': '92210', 'city': 'Saint-Cloud', 'country': 'FRA'}"
newmotion,Paris,2815495,Type2,Electric 55 Charging,48.822749,2.249493,"{'streetAndNumber': 'Boulevard des Îles', 'postalCode': '92130', 'city': 'Issy-les-Moulineaux', 'country': 'FRA'}"
newmotion,Paris,2623863,Domestic,Communauté d’Agglomération Paris,48.850669,2.622673,"{'streetAndNumber': 'Rue de la Mare Blanche 2', 'postalCode': '77186', 'city': 'Noisiel', 'country': 'FRA'}"
newmotion,Paris,2887778,Domestic,Communauté d'agglomération Paris-Saclay,48.701866,2.294186,"{'streetAndNumber': 'Place de la Gare', 'postalCode': '91160', 'city': 'Longjumeau', 'country': 'FRA'}"
newmotion,Paris,2620694,Type2,EV-Box,48.757908,1.981504,"{'streetAndNumber': 'Avenue des Fr\x9dres Lumi\x9dre 50', 'postalCode': '78190', 'city': 'Trappes', 'country': 'FRA'}"
newmotion,Paris,2570699,Domestic,Freshmile Charge,49.0197,2.24271,"{'streetAndNumber': 'Place Maréchal Foch 10', 'postalCode': '95320', 'city': 'Saint-Leu-la-Forêt', 'country': 'FRA'}"
newmotion,Paris,2518877,TepcoCHAdeMO,Belib,48.872192,2.377671,"{'streetAndNumber': 'Rue de Belleville 6', 'postalCode': '75020', 'city': 'Paris', 'country': 'FRA'}"
newmotion,Paris,2762507,Domestic,Ze-Watt,48.99065,2.521516,"{'streetAndNumber': 'Rue des Buissons 30 C Nordic Chic', 'postalCode': '95700', 'city': 'Roissy-en-France', 'country': 'FRA'}"
newmotion,Paris,2906735,Type2,NewMotion,48.882163,2.068269,"{'streetAndNumber': ""zone d'activité Du Pince Loup ."", 'postalCode': '78112', 'city': 'Fourqueux', 'country': 'FRA'}"
